index,post,label
7359,every beautiful place on earth has to be ruined,0
7360,where can whites go and be left alone,0
7361,i wanted to run for politics as well but i realized there is no hope as society is way too liberal,0
7362,they will vote in a conservative but when the conservative does anything conservative the marxist left label the conservative as an idiot or a racist,0
7363,naturally it will happen even the biggest white liberal will seek out the white part of town when his neighbourhood becomes culturally enriched ie,0
7364,50 shades of brown,1
7365,the easiest solution is to find a nice white girl and have at least two or more white children,0
7366,raise those children to not be race traitors and instill good values in them,0
7367,you can grow fruit there,0
7368,and there s lots of water with trout and other fish,0
7369,i really like this idea,0
7370,indeed the arab population of interior bc is quite high and in some of the richer areas are almost 60 brown,0
7371,i had no idea where mississauga was other than in canada so i decided to look it up,0
7372,in doing so i came across these twisted new buildings located there,0
7373,we need to all move out west were the resources are and bring in whites from all other nations then separate we need to have a white homeland its the only way we could possibly save our race,0
7374,i m from a place of 20 000 and it s 97 white come white people,0
7375,it just shows how superior atlantic canada is,0
7376,yes you are fine,0
7377,this is also a great place for news that you wo n t find anywhere else heartbreaking as it may be,0
7378,never buy from stores that hire minorities over whites if at all possible,0
7379,in this case it is very possible and good for you anyways,0
7380,i have to agree,0
7381,i heard that so many times that the kkk was huge here back in the day,0
7382,some day s,0
7383,i wish it would come back,0
7384,what i am saying is we need a homeland the western half of canada could do for the start but i also agree europe needs to saved as well but we have to secure a homeland here first before we could change anything on a global level,0
7385,perhaps this person would care to use the pm facility and let others know how happy he she is to join ws,0
7386,it refers to people you find in ireland with very black hair and very pale skin,0
7387,often they have rosy cheeks as well,0
7388,the female of this type is often extremely beautiful,0
7389,the people who can stop it are the ones who pay their wages,0
7390,if english scottish wherever fans refused to turn up to watch teams of coloreds representing them on the pitch things would change,0
7391,protesting catholic guilt mongering and intellectual deprivation is as worthy of mentioning as the protesting of institutionalized and indoctrinated white guilt from the jewlords across the apelantic,1
7392,there s a place for poles it s called poland,1
7393,just as there s a place for pakis called pakistan and a place for negro s called africa,1
7394,i saw the picture before i saw the title properly,0
